t=1, n=37, r=2, m=19, rp=1 ---------> -1.56853e+12
t=0, n=38, r=2, m=19, rp=1 ---------> 3.33084e+11
t=1, n=38, r=2, m=19, rp=1 ---------> -5.99026e+11
t=0, n=39, r=2, m=19, rp=1 ---------> 9.3456e+11
t=1, n=39, r=2, m=19, rp=1 ---------> -4.16075e+11
t=0, n=40, r=2, m=19, rp=1 ---------> 4.29596e+11
t=1, n=40, r=2, m=19, rp=1 ---------> -1.43941e+11
t=0, n=41, r=2, m=19, rp=1 ---------> 4.75811e+10
t=1, n=41, r=2, m=19, rp=1 ---------> -7.12029e+11
t=0, n=42, r=2, m=19, rp=1 ---------> 6.76674e+11
t=1, n=42, r=2, m=19, rp=1 ---------> -3.73191e+11
t=0, n=43, r=2, m=19, rp=1 ---------> 8.95733e+10
t=1, n=43, r=2, m=19, rp=1 ---------> 2.96794e+11
t=0, n=44, r=2, m=19, rp=1 ---------> 2.04216e+10
t=1, n=44, r=2, m=19, rp=1 ---------> -2.52936e+11
t=0, n=0, r=3, m=19, rp=1 ---------> 2.15901e+11
t=1, n=0, r=3, m=19, rp=1 ---------> 3.21447e+11
t=0, n=1, r=3, m=19, rp=1 ---------> -2.22215e+11
t=1, n=1, r=3, m=19, rp=1 ---------> -6.05979e+11
t=0, n=2, r=3, m=19, rp=1 ---------> 1.94209e+11
t=1, n=2, r=3, m=19, rp=1 ---------> -7.85306e+10
t=0, n=3, r=3, m=19, rp=1 ---------> 6.31825e+11
t=1, n=3, r=3, m=19, rp=1 ---------> 6.63828e+10
t=0, n=4, r=3, m=19, rp=1 ---------> 3.20214e+11
t=1, n=4, r=3, m=19, rp=1 ---------> -1.72997e+11
t=0, n=5, r=3, m=19, rp=1 ---------> 4.07278e+11
t=1, n=5, r=3, m=19, rp=1 ---------> 4.3309e+11
t=0, n=6, r=3, m=19, rp=1 ---------> 6.81994e+10
t=1, n=6, r=3, m=19, rp=1 ---------> 3.09417e+11
t=0, n=7, r=3, m=19, rp=1 ---------> 3.21546e+11
t=1, n=7, r=3, m=19, rp=1 ---------> 3.64409e+10
t=0, n=8, r=3, m=19, rp=1 ---------> 6.24295e+11
t=1, n=8, r=3, m=19, rp=1 ---------> 1.11194e+11
t=0, n=9, r=3, m=19, rp=1 ---------> -5.40796e+11
t=1, n=9, r=3, m=19, rp=1 ---------> 3.45104e+09
t=0, n=10, r=3, m=19, rp=1 ---------> 2.77893e+11
t=1, n=10, r=3, m=19, rp=1 ---------> 4.34705e+11
t=0, n=11, r=3, m=19, rp=1 ---------> 4.69966e+10
t=1, n=11, r=3, m=19, rp=1 ---------> 1.41246e+11
t=0, n=12, r=3, m=19, rp=1 ---------> 1.87146e+11
t=1, n=12, r=3, m=19, rp=1 ---------> -1.05115e+11
t=0, n=13, r=3, m=19, rp=1 ---------> -5.16691e+10
t=1, n=13, r=3, m=19, rp=1 ---------> 2.52464e+11
t=0, n=14, r=3, m=19, rp=1 ---------> 1.65292e+09
t=1, n=14, r=3, m=19, rp=1 ---------> -6.37034e+10
t=0, n=15, r=3, m=19, rp=1 ---------> 4.89729e+11
t=1, n=15, r=3, m=19, rp=1 ---------> 2.54383e+11
t=0, n=16, r=3, m=19, rp=1 ---------> 1.50618e+11
t=1, n=16, r=3, m=19, rp=1 ---------> 2.09542e+10
t=0, n=17, r=3, m=19, rp=1 ---------> -5.40628e+11
t=1, n=17, r=3, m=19, rp=1 ---------> -1.03375e+12
t=0, n=18, r=3, m=19, rp=1 ---------> 9.28728e+10
t=1, n=18, r=3, m=19, rp=1 ---------> -1.21587e+11
t=0, n=19, r=3, m=19, rp=1 ---------> 1.45528e+11
t=1, n=19, r=3, m=19, rp=1 ---------> 4.40734e+11
t=0, n=20, r=3, m=19, rp=1 ---------> 5.08683e+11
t=1, n=20, r=3, m=19, rp=1 ---------> 3.10084e+11
t=0, n=21, r=3, m=19, rp=1 ---------> 2.13923e+11
t=1, n=21, r=3, m=19, rp=1 ---------> 2.63613e+11
t=0, n=22, r=3, m=19, rp=1 ---------> 6.12169e+11
t=1, n=22, r=3, m=19, rp=1 ---------> 3.81544e+11
t=0, n=23, r=3, m=19, rp=1 ---------> 3.13099e+11
t=1, n=23, r=3, m=19, rp=1 ---------> -2.52051e+11
t=0, n=24, r=3, m=19, rp=1 ---------> 6.62543e+11
t=1, n=24, r=3, m=19, rp=1 ---------> 3.49102e+11
t=0, n=25, r=3, m=19, rp=1 ---------> 4.66542e+11
t=1, n=25, r=3, m=19, rp=1 ---------> 3.1715e+11
t=0, n=26, r=3, m=19, rp=1 ---------> 7.86005e+10
t=1, n=26, r=3, m=19, rp=1 ---------> 1.16152e+11
t=0, n=27, r=3, m=19, rp=1 ---------> 3.71894e+11
t=1, n=27, r=3, m=19, rp=1 ---------> 1.64004e+11
t=0, n=28, r=3, m=19, rp=1 ---------> 1.09289e+11
t=1, n=28, r=3, m=19, rp=1 ---------> 2.08e+11
t=0, n=29, r=3, m=19, rp=1 ---------> 3.45034e+11
t=1, n=29, r=3, m=19, rp=1 ---------> -8.18973e+10
t=0, n=30, r=3, m=19, rp=1 ---------> -4.22504e+11
t=1, n=30, r=3, m=19, rp=1 ---------> -2.66069e+11
t=0, n=31, r=3, m=19, rp=1 ---------> -7.05164e+10
t=1, n=31, r=3, m=19, rp=1 ---------> 1.96035e+11
t=0, n=32, r=3, m=19, rp=1 ---------> 4.95774e+11
t=1, n=32, r=3, m=19, rp=1 ---------> 6.57691e+11
t=0, n=33, r=3, m=19, rp=1 ---------> -3.38491e+11
t=1, n=33, r=3, m=19, rp=1 ---------> -2.55413e+11
t=0, n=34, r=3, m=19, rp=1 ---------> -4.69336e+11
t=1, n=34, r=3, m=19, rp=1 ---------> -1.05104e+12
t=0, n=35, r=3, m=19, rp=1 ---------> 1.31362e+11
t=1, n=35, r=3, m=19, rp=1 ---------> -1.3516e+10
t=0, n=36, r=3, m=19, rp=1 ---------> 2.28019e+11
t=1, n=36, r=3, m=19, rp=1 ---------> 1.05462e+11
t=0, n=37, r=3, m=19, rp=1 ---------> 5.62372e+11
t=1, n=37, r=3, m=19, rp=1 ---------> 6.07689e+11
t=0, n=38, r=3, m=19, rp=1 ---------> 4.22639e+11
t=1, n=38, r=3, m=19, rp=1 ---------> 1.66925e+11
t=0, n=39, r=3, m=19, rp=1 ---------> 3.23923e+11
t=1, n=39, r=3, m=19, rp=1 ---------> 3.78362e+10
t=0, n=40, r=3, m=19, rp=1 ---------> 2.29936e+10
t=1, n=40, r=3, m=19, rp=1 ---------> 1.62937e+11
t=0, n=41, r=3, m=19, rp=1 ---------> 8.33529e+11
t=1, n=41, r=3, m=19, rp=1 ---------> 2.85346e+11
t=0, n=42, r=3, m=19, rp=1 ---------> 1.47632e+11
t=1, n=42, r=3, m=19, rp=1 ---------> -1.58157e+11
t=0, n=43, r=3, m=19, rp=1 ---------> -3.23984e+11
t=1, n=43, r=3, m=19, rp=1 ---------> -4.10989e+11
t=0, n=44, r=3, m=19, rp=1 ---------> 3.5608e+11
t=1, n=44, r=3, m=19, rp=1 ---------> 3.43177e+11
t=0, n=0, r=0, m=20, rp=1 ---------> -8.84587e+10
t=1, n=0, r=0, m=20, rp=1 ---------> 1.41527e+11
t=0, n=1, r=0, m=20, rp=1 ---------> 1.14572e+11
t=1, n=1, r=0, m=20, rp=1 ---------> 2.5636e+11
t=0, n=2, r=0, m=20, rp=1 ---------> -3.48047e+07
t=1, n=2, r=0, m=20, rp=1 ---------> 9.95864e+10
t=0, n=3, r=0, m=20, rp=1 ---------> -2.71624e+10
t=1, n=3, r=0, m=20, rp=1 ---------> 2.43998e+11
t=0, n=4, r=0, m=20, rp=1 ---------> 1.2429e+10
t=1, n=4, r=0, m=20, rp=1 ---------> 2.18938e+11
t=0, n=5, r=0, m=20, rp=1 ---------> -2.24229e+11
t=1, n=5, r=0, m=20, rp=1 ---------> 6.34887e+10
t=0, n=6, r=0, m=20, rp=1 ---------> 7.6828e+10
t=1, n=6, r=0, m=20, rp=1 ---------> 1.48334e+11
t=0, n=7, r=0, m=20, rp=1 ---------> -3.30099e+10
t=1, n=7, r=0, m=20, rp=1 ---------> 2.11778e+11
t=0, n=8, r=0, m=20, rp=1 ---------> 3.66504e+10
t=1, n=8, r=0, m=20, rp=1 ---------> 1.24338e+11
t=0, n=9, r=0, m=20, rp=1 ---------> -5.9779e+10
t=1, n=9, r=0, m=20, rp=1 ---------> 1.51291e+11
t=0, n=10, r=0, m=20, rp=1 ---------> -7.25163e+10
t=1, n=10, r=0, m=20, rp=1 ---------> 7.80474e+10
t=0, n=11, r=0, m=20, rp=1 ---------> -9.65559e+10
t=1, n=11, r=0, m=20, rp=1 ---------> -2.08162e+10
t=0, n=12, r=0, m=20, rp=1 ---------> 1.59147e+10
t=1, n=12, r=0, m=20, rp=1 ---------> 1.1832e+11
t=0, n=13, r=0, m=20, rp=1 ---------> -1.93945e+10
t=1, n=13, r=0, m=20, rp=1 ---------> 5.47526e+10
t=0, n=14, r=0, m=20, rp=1 ---------> 8.58374e+10
t=1, n=14, r=0, m=20, rp=1 ---------> 1.54438e+11
t=0, n=15, r=0, m=20, rp=1 ---------> -2.11094e+11
t=1, n=15, r=0, m=20, rp=1 ---------> 7.1734e+10
t=0, n=16, r=0, m=20, rp=1 ---------> -2.25053e+11
t=1, n=16, r=0, m=20, rp=1 ---------> 2.73731e+10
t=0, n=17, r=0, m=20, rp=1 ---------> 8.65228e+10
t=1, n=17, r=0, m=20, rp=1 ---------> 1.878e+11
t=0, n=18, r=0, m=20, rp=1 ---------> 7.11749e+10
t=1, n=18, r=0, m=20, rp=1 ---------> 7.48873e+10
t=0, n=19, r=0, m=20, rp=1 ---------> -4.75703e+10
t=1, n=19, r=0, m=20, rp=1 ---------> 1.47367e+10
t=0, n=20, r=0, m=20, rp=1 ---------> -1.29383e+11
t=1, n=20, r=0, m=20, rp=1 ---------> 9.82126e+10
t=0, n=21, r=0, m=20, rp=1 ---------> -7.07575e+10
t=1, n=21, r=0, m=20, rp=1 ---------> -6.67458e+10
t=0, n=22, r=0, m=20, rp=1 ---------> -2.06292e+11
t=1, n=22, r=0, m=20, rp=1 ---------> 2.66286e+11
t=0, n=23, r=0, m=20, rp=1 ---------> 7.85512e+10
t=1, n=23, r=0, m=20, rp=1 ---------> 1.72584e+11
t=0, n=24, r=0, m=20, rp=1 ---------> -1.58155e+11
t=1, n=24, r=0, m=20, rp=1 ---------> 2.30571e+11
t=0, n=25, r=0, m=20, rp=1 ---------> -6.43057e+10
t=1, n=25, r=0, m=20, rp=1 ---------> 1.57782e+11
t=0, n=26, r=0, m=20, rp=1 ---------> -1.39962e+11
t=1, n=26, r=0, m=20, rp=1 ---------> 1.28332e+10
t=0, n=27, r=0, m=20, rp=1 ---------> 7.84182e+10
t=1, n=27, r=0, m=20, rp=1 ---------> 7.4987e+10
t=0, n=28, r=0, m=20, rp=1 ---------> -1.27093e+11
t=1, n=28, r=0, m=20, rp=1 ---------> 5.60931e+10
t=0, n=29, r=0, m=20, rp=1 ---------> 6.01794e+10
t=1, n=29, r=0, m=20, rp=1 ---------> 9.17524e+10
t=0, n=30, r=0, m=20, rp=1 ---------> 6.74847e+10
t=1, n=30, r=0, m=20, rp=1 ---------> 1.0066e+11
t=0, n=31, r=0, m=20, rp=1 ---------> -1.33585e+11
t=1, n=31, r=0, m=20, rp=1 ---------> 1.17432e+11
t=0, n=32, r=0, m=20, rp=1 ---------> -1.79155e+11
t=1, n=32, r=0, m=20, rp=1 ---------> 6.3671e+10
t=0, n=33, r=0, m=20, rp=1 ---------> 5.778e+10
t=1, n=33, r=0, m=20, rp=1 ---------> 2.60474e+10
t=0, n=34, r=0, m=20, rp=1 ---------> 5.89481e+10
t=1, n=34, r=0, m=20, rp=1 ---------> 3.27731e+11
t=0, n=35, r=0, m=20, rp=1 ---------> -2.13146e+10
t=1, n=35, r=0, m=20, rp=1 ---------> 8.17867e+10
t=0, n=36, r=0, m=20, rp=1 ---------> -5.143e+10
t=1, n=36, r=0, m=20, rp=1 ---------> 1.42895e+11
t=0, n=37, r=0, m=20, rp=1 ---------> -1.21717e+11
t=1, n=37, r=0, m=20, rp=1 ---------> 2.44137e+10
t=0, n=38, r=0, m=20, rp=1 ---------> -4.16958e+10
t=1, n=38, r=0, m=20, rp=1 ---------> 2.46602e+11
t=0, n=39, r=0, m=20, rp=1 ---------> -1.76947e+10
t=1, n=39, r=0, m=20, rp=1 ---------> 7.7743e+10
t=0, n=40, r=0, m=20, rp=1 ---------> 2.95994e+10
t=1, n=40, r=0, m=20, rp=1 ---------> 7.83754e+10
t=0, n=41, r=0, m=20, rp=1 ---------> -6.69469e+10
t=1, n=41, r=0, m=20, rp=1 ---------> 1.68485e+11
t=0, n=42, r=0, m=20, rp=1 ---------> -9.51406e+09
t=1, n=42, r=0, m=20, rp=1 ---------> 1.61451e+11
t=0, n=43, r=0, m=20, rp=1 ---------> 5.0945e+10
t=1, n=43, r=0, m=20, rp=1 ---------> 1.53648e+11
t=0, n=44, r=0, m=20, rp=1 ---------> 4.38679e+10
t=1, n=44, r=0, m=20, rp=1 ---------> -1.87259e+11
t=0, n=0, r=1, m=20, rp=1 ---------> 1.39822e+11
t=1, n=0, r=1, m=20, rp=1 ---------> 2.338e+10
t=0, n=1, r=1, m=20, rp=1 ---------> -8.39592e+11
t=1, n=1, r=1, m=20, rp=1 ---------> -1.73831e+10
t=0, n=2, r=1, m=20, rp=1 ---------> -6.33624e+11
t=1, n=2, r=1, m=20, rp=1 ---------> 1.3466e+11
t=0, n=3, r=1, m=20, rp=1 ---------> -2.76318e+11
t=1, n=3, r=1, m=20, rp=1 ---------> 1.86841e+11
t=0, n=4, r=1, m=20, rp=1 ---------> -3.67551e+11
t=1, n=4, r=1, m=20, rp=1 ---------> -8.41606e+10
t=0, n=5, r=1, m=20, rp=1 ---------> -1.27313e+11
t=1, n=5, r=1, m=20, rp=1 ---------> 3.92048e+11
t=0, n=6, r=1, m=20, rp=1 ---------> -2.32042e+11
t=1, n=6, r=1, m=20, rp=1 ---------> 1.36496e+11
t=0, n=7, r=1, m=20, rp=1 ---------> -1.55463e+11
t=1, n=7, r=1, m=20, rp=1 ---------> -2.86757e+10
t=0, n=8, r=1, m=20, rp=1 ---------> -1.73023e+11
t=1, n=8, r=1, m=20, rp=1 ---------> 9.94335e+09
t=0, n=9, r=1, m=20, rp=1 ---------> -5.13352e+11
t=1, n=9, r=1, m=20, rp=1 ---------> 6.42118e+10
t=0, n=10, r=1, m=20, rp=1 ---------> -2.10778e+11
t=1, n=10, r=1, m=20, rp=1 ---------> 2.917e+11
t=0, n=11, r=1, m=20, rp=1 ---------> -2.47472e+10
t=1, n=11, r=1, m=20, rp=1 ---------> 1.60104e+11
t=0, n=12, r=1, m=20, rp=1 ---------> -1.84898e+11
t=1, n=12, r=1, m=20, rp=1 ---------> 3.33944e+10
t=0, n=13, r=1, m=20, rp=1 ---------> -4.99123e+11
t=1, n=13, r=1, m=20, rp=1 ---------> 1.1879e+10
t=0, n=14, r=1, m=20, rp=1 ---------> -4.03747e+11
t=1, n=14, r=1, m=20, rp=1 ---------> 1.07505e+11
t=0, n=15, r=1, m=20, rp=1 ---------> -4.92145e+09
t=1, n=15, r=1, m=20, rp=1 ---------> 8.09233e+10
t=0, n=16, r=1, m=20, rp=1 ---------> 8.44965e+09
t=1, n=16, r=1, m=20, rp=1 ---------> 1.11198e+11
t=0, n=17, r=1, m=20, rp=1 ---------> -6.84152e+11
t=1, n=17, r=1, m=20, rp=1 ---------> -1.3254e+11
t=0, n=18, r=1, m=20, rp=1 ---------> 5.50526e+10
t=1, n=18, r=1, m=20, rp=1 ---------> -1.20356e+11
t=0, n=19, r=1, m=20, rp=1 ---------> 3.0555e+11
t=1, n=19, r=1, m=20, rp=1 ---------> 1.3419e+10
t=0, n=20, r=1, m=20, rp=1 ---------> 1.89465e+10
t=1, n=20, r=1, m=20, rp=1 ---------> 1.88162e+11
t=0, n=21, r=1, m=20, rp=1 ---------> 6.93658e+10
t=1, n=21, r=1, m=20, rp=1 ---------> 9.00705e+10
t=0, n=22, r=1, m=20, rp=1 ---------> -1.72271e+10
t=1, n=22, r=1, m=20, rp=1 ---------> 2.0723e+11
t=0, n=23, r=1, m=20, rp=1 ---------> -2.82279e+11
t=1, n=23, r=1, m=20, rp=1 ---------> -1.05459e+11
t=0, n=24, r=1, m=20, rp=1 ---------> -4.03938e+10
t=1, n=24, r=1, m=20, rp=1 ---------> 1.55831e+11
t=0, n=25, r=1, m=20, rp=1 ---------> -1.7116e+11
t=1, n=25, r=1, m=20, rp=1 ---------> 1.59044e+11
t=0, n=26, r=1, m=20, rp=1 ---------> -6.73677e+10
t=1, n=26, r=1, m=20, rp=1 ---------> 1.76771e+11
t=0, n=27, r=1, m=20, rp=1 ---------> -7.15789e+10
t=1, n=27, r=1, m=20, rp=1 ---------> -1.73729e+11
t=0, n=28, r=1, m=20, rp=1 ---------> 1.17539e+11
t=1, n=28, r=1, m=20, rp=1 ---------> 1.53647e+11
t=0, n=29, r=1, m=20, rp=1 ---------> -2.53006e+11
t=1, n=29, r=1, m=20, rp=1 ---------> -2.00349e+11
t=0, n=30, r=1, m=20, rp=1 ---------> 5.90598e+10
t=1, n=30, r=1, m=20, rp=1 ---------> -8.10629e+10
t=0, n=31, r=1, m=20, rp=1 ---------> -3.7202e+10
t=1, n=31, r=1, m=20, rp=1 ---------> 2.86478e+11
t=0, n=32, r=1, m=20, rp=1 ---------> 1.58589e+11
t=1, n=32, r=1, m=20, rp=1 ---------> 1.28879e+11
t=0, n=33, r=1, m=20, rp=1 ---------> -3.62679e+11
t=1, n=33, r=1, m=20, rp=1 ---------> 2.97973e+10
t=0, n=34, r=1, m=20, rp=1 ---------> -5.00093e+11
t=1, n=34, r=1, m=20, rp=1 ---------> -1.94117e+11
t=0, n=35, r=1, m=20, rp=1 ---------> -1.64e+11
t=1, n=35, r=1, m=20, rp=1 ---------> -1.78937e+09
t=0, n=36, r=1, m=20, rp=1 ---------> 4.33659e+10
t=1, n=36, r=1, m=20, rp=1 ---------> -2.83113e+10
t=0, n=37, r=1, m=20, rp=1 ---------> 3.35562e+10
t=1, n=37, r=1, m=20, rp=1 ---------> 4.14509e+11
t=0, n=38, r=1, m=20, rp=1 ---------> -2.80697e+11
t=1, n=38, r=1, m=20, rp=1 ---------> 1.43547e+11
t=0, n=39, r=1, m=20, rp=1 ---------> -3.98991e+11
t=1, n=39, r=1, m=20, rp=1 ---------> -5.27154e+10
t=0, n=40, r=1, m=20, rp=1 ---------> -5.97118e+10
t=1, n=40, r=1, m=20, rp=1 ---------> -1.42327e+11
t=0, n=41, r=1, m=20, rp=1 ---------> 2.50104e+11
t=1, n=41, r=1, m=20, rp=1 ---------> 9.22735e+10
t=0, n=42, r=1, m=20, rp=1 ---------> -6.20996e+10
t=1, n=42, r=1, m=20, rp=1 ---------> -1.87306e+10
t=0, n=43, r=1, m=20, rp=1 ---------> 1.31911e+11
t=1, n=43, r=1, m=20, rp=1 ---------> -4.04498e+10
t=0, n=44, r=1, m=20, rp=1 ---------> -3.74468e+11
t=1, n=44, r=1, m=20, rp=1 ---------> 1.64812e+11
t=0, n=0, r=2, m=20, rp=1 ---------> -3.70035e+11
t=1, n=0, r=2, m=20, rp=1 ---------> -3.85989e+11
t=0, n=1, r=2, m=20, rp=1 ---------> 1.02209e+12
t=1, n=1, r=2, m=20, rp=1 ---------> 2.78382e+11
t=0, n=2, r=2, m=20, rp=1 ---------> 8.99831e+11
t=1, n=2, r=2, m=20, rp=1 ---------> 1.04629e+11
t=0, n=3, r=2, m=20, rp=1 ---------> 7.02218e+11
t=1, n=3, r=2, m=20, rp=1 ---------> -2.31237e+11
t=0, n=4, r=2, m=20, rp=1 ---------> 2.91018e+10
t=1, n=4, r=2, m=20, rp=1 ---------> -3.02954e+11
t=0, n=5, r=2, m=20, rp=1 ---------> 1.21756e+11
t=1, n=5, r=2, m=20, rp=1 ---------> -4.19242e+11
t=0, n=6, r=2, m=20, rp=1 ---------> 2.64313e+11
t=1, n=6, r=2, m=20, rp=1 ---------> -1.93909e+11
t=0, n=7, r=2, m=20, rp=1 ---------> 7.27964e+10
t=1, n=7, r=2, m=20, rp=1 ---------> -1.52329e+11
t=0, n=8, r=2, m=20, rp=1 ---------> 8.48396e+11
t=1, n=8, r=2, m=20, rp=1 ---------> -8.1792e+10
t=0, n=9, r=2, m=20, rp=1 ---------> 3.656e+11
t=1, n=9, r=2, m=20, rp=1 ---------> 3.54533e+10
t=0, n=10, r=2, m=20, rp=1 ---------> 1.5703e+11
t=1, n=10, r=2, m=20, rp=1 ---------> -3.46251e+11
t=0, n=11, r=2, m=20, rp=1 ---------> 1.52315e+10
t=1, n=11, r=2, m=20, rp=1 ---------> -2.05256e+11
t=0, n=12, r=2, m=20, rp=1 ---------> 2.26937e+11
t=1, n=12, r=2, m=20, rp=1 ---------> -1.54459e+11
t=0, n=13, r=2, m=20, rp=1 ---------> 5.21277e+11
t=1, n=13, r=2, m=20, rp=1 ---------> -2.61192e+10
t=0, n=14, r=2, m=20, rp=1 ---------> 6.7135e+11
t=1, n=14, r=2, m=20, rp=1 ---------> 6.65641e+10
t=0, n=15, r=2, m=20, rp=1 ---------> -9.24739e+08
t=1, n=15, r=2, m=20, rp=1 ---------> -4.91983e+11
t=0, n=16, r=2, m=20, rp=1 ---------> 1.62734e+11
t=1, n=16, r=2, m=20, rp=1 ---------> -2.62405e+11
t=0, n=17, r=2, m=20, rp=1 ---------> 9.47181e+11
t=1, n=17, r=2, m=20, rp=1 ---------> 4.24263e+11
t=0, n=18, r=2, m=20, rp=1 ---------> -8.46631e+10
t=1, n=18, r=2, m=20, rp=1 ---------> -2.08321e+11
t=0, n=19, r=2, m=20, rp=1 ---------> -7.82429e+11
t=1, n=19, r=2, m=20, rp=1 ---------> -3.08418e+11
t=0, n=20, r=2, m=20, rp=1 ---------> 1.54619e+10
t=1, n=20, r=2, m=20, rp=1 ---------> -3.27473e+11
t=0, n=21, r=2, m=20, rp=1 ---------> 1.01136e+11
t=1, n=21, r=2, m=20, rp=1 ---------> -1.04638e+11
t=0, n=22, r=2, m=20, rp=1 ---------> -3.05487e+11
t=1, n=22, r=2, m=20, rp=1 ---------> -5.75227e+11
t=0, n=23, r=2, m=20, rp=1 ---------> 7.92738e+11
t=1, n=23, r=2, m=20, rp=1 ---------> 8.04063e+10
t=0, n=24, r=2, m=20, rp=1 ---------> 2.68035e+10
t=1, n=24, r=2, m=20, rp=1 ---------> -6.27937e+11
t=0, n=25, r=2, m=20, rp=1 ---------> 5.22435e+11
t=1, n=25, r=2, m=20, rp=1 ---------> -2.11077e+11
t=0, n=26, r=2, m=20, rp=1 ---------> 4.15612e+10
t=1, n=26, r=2, m=20, rp=1 ---------> -1.09028e+11
t=0, n=27, r=2, m=20, rp=1 ---------> 4.45589e+11
t=1, n=27, r=2, m=20, rp=1 ---------> 2.25302e+10
t=0, n=28, r=2, m=20, rp=1 ---------> -2.48754e+11
t=1, n=28, r=2, m=20, rp=1 ---------> -4.3797e+11
t=0, n=29, r=2, m=20, rp=1 ---------> 3.96534e+11
t=1, n=29, r=2, m=20, rp=1 ---------> -1.5621e+11
t=0, n=30, r=2, m=20, rp=1 ---------> 1.19803e+11
t=1, n=30, r=2, m=20, rp=1 ---------> -6.35451e+10
t=0, n=31, r=2, m=20, rp=1 ---------> -3.92969e+11
t=1, n=31, r=2, m=20, rp=1 ---------> -3.53916e+11
t=0, n=32, r=2, m=20, rp=1 ---------> -5.49593e+11
t=1, n=32, r=2, m=20, rp=1 ---------> -6.09369e+11
t=0, n=33, r=2, m=20, rp=1 ---------> 4.85721e+11
t=1, n=33, r=2, m=20, rp=1 ---------> 2.13016e+11
t=0, n=34, r=2, m=20, rp=1 ---------> 3.42196e+11
t=1, n=34, r=2, m=20, rp=1 ---------> 2.53336e+11
t=0, n=35, r=2, m=20, rp=1 ---------> 2.76554e+11
t=1, n=35, r=2, m=20, rp=1 ---------> 1.38336e+10
t=0, n=36, r=2, m=20, rp=1 ---------> -4.41712e+11
t=1, n=36, r=2, m=20, rp=1 ---------> -2.61098e+11
t=0, n=37, r=2, m=20, rp=1 ---------> 1.86204e+11
t=1, n=37, r=2, m=20, rp=1 ---------> -4.40694e+11
t=0, n=38, r=2, m=20, rp=1 ---------> -7.78524e+10
t=1, n=38, r=2, m=20, rp=1 ---------> -3.75969e+11
t=0, n=39, r=2, m=20, rp=1 ---------> 3.09714e+11
t=1, n=39, r=2, m=20, rp=1 ---------> -1.25236e+11
t=0, n=40, r=2, m=20, rp=1 ---------> 5.23744e+10
t=1, n=40, r=2, m=20, rp=1 ---------> -8.90337e+10
t=0, n=41, r=2, m=20, rp=1 ---------> -1.65876e+11
t=1, n=41, r=2, m=20, rp=1 ---------> -5.05905e+11
t=0, n=42, r=2, m=20, rp=1 ---------> 1.54192e+11
t=1, n=42, r=2, m=20, rp=1 ---------> -1.74109e+11
t=0, n=43, r=2, m=20, rp=1 ---------> -1.50574e+11
t=1, n=43, r=2, m=20, rp=1 ---------> 7.33416e+10
t=0, n=44, r=2, m=20, rp=1 ---------> 4.38679e+10
t=1, n=44, r=2, m=20, rp=1 ---------> -1.87259e+11
t=0, n=0, r=3, m=20, rp=1 ---------> 4.82344e+11
t=1, n=0, r=3, m=20, rp=1 ---------> 1.96904e+11
t=0, n=1, r=3, m=20, rp=1 ---------> -1.1867e+11
t=1, n=1, r=3, m=20, rp=1 ---------> -5.57548e+11
t=0, n=2, r=3, m=20, rp=1 ---------> 3.58595e+11
t=1, n=2, r=3, m=20, rp=1 ---------> -4.08129e+11
t=0, n=3, r=3, m=20, rp=1 ---------> 4.20344e+11
t=1, n=3, r=3, m=20, rp=1 ---------> -1.85876e+11
t=0, n=4, r=3, m=20, rp=1 ---------> 2.31824e+11
t=1, n=4, r=3, m=20, rp=1 ---------> -1.4554e+11
t=0, n=5, r=3, m=20, rp=1 ---------> 4.88735e+11
t=1, n=5, r=3, m=20, rp=1 ---------> 3.49979e+10
t=0, n=6, r=3, m=20, rp=1 ---------> 2.69743e+11
t=1, n=6, r=3, m=20, rp=1 ---------> 9.11003e+10
t=0, n=7, r=3, m=20, rp=1 ---------> 2.06439e+11
t=1, n=7, r=3, m=20, rp=1 ---------> 4.39229e+10
t=0, n=8, r=3, m=20, rp=1 ---------> 3.53064e+11
t=1, n=8, r=3, m=20, rp=1 ---------> -2.94285e+11
t=0, n=9, r=3, m=20, rp=1 ---------> 1.5987e+11
t=1, n=9, r=3, m=20, rp=1 ---------> -1.36026e+11
t=0, n=10, r=3, m=20, rp=1 ---------> 3.01191e+11
t=1, n=10, r=3, m=20, rp=1 ---------> 1.13898e+11
t=0, n=11, r=3, m=20, rp=1 ---------> 3.0818e+11
t=1, n=11, r=3, m=20, rp=1 ---------> -5.71246e+10
t=0, n=12, r=3, m=20, rp=1 ---------> 1.99297e+11
t=1, n=12, r=3, m=20, rp=1 ---------> -1.13238e+11
t=0, n=13, r=3, m=20, rp=1 ---------> 8.62034e+10
t=1, n=13, r=3, m=20, rp=1 ---------> 3.18527e+10
t=0, n=14, r=3, m=20, rp=1 ---------> 1.89837e+11
t=1, n=14, r=3, m=20, rp=1 ---------> -3.40788e+11
t=0, n=15, r=3, m=20, rp=1 ---------> 5.20952e+11
t=1, n=15, r=3, m=20, rp=1 ---------> -6.08859e+10
t=0, n=16, r=3, m=20, rp=1 ---------> 1.38036e+11
t=1, n=16, r=3, m=20, rp=1 ---------> -1.008e+11
t=0, n=17, r=3, m=20, rp=1 ---------> -2.61895e+11
t=1, n=17, r=3, m=20, rp=1 ---------> -8.00761e+11
t=0, n=18, r=3, m=20, rp=1 ---------> 1.61448e+11
