t=0, n=15, r=0, m=14, rp=3 ---------> 8.98839e+10
t=1, n=15, r=0, m=14, rp=3 ---------> 4.53678e+11
t=0, n=16, r=0, m=14, rp=3 ---------> -4.16126e+10
t=1, n=16, r=0, m=14, rp=3 ---------> 5.44416e+11
t=0, n=17, r=0, m=14, rp=3 ---------> -1.77547e+11
t=1, n=17, r=0, m=14, rp=3 ---------> 6.58493e+11
t=0, n=18, r=0, m=14, rp=3 ---------> 9.73498e+10
t=1, n=18, r=0, m=14, rp=3 ---------> 2.02645e+11
t=0, n=19, r=0, m=14, rp=3 ---------> 1.72837e+11
t=1, n=19, r=0, m=14, rp=3 ---------> -1.67029e+11
t=0, n=20, r=0, m=14, rp=3 ---------> -3.9936e+10
t=1, n=20, r=0, m=14, rp=3 ---------> 5.17148e+11
t=0, n=21, r=0, m=14, rp=3 ---------> -1.25687e+11
t=1, n=21, r=0, m=14, rp=3 ---------> 5.89688e+11
t=0, n=22, r=0, m=14, rp=3 ---------> 5.43069e+10
t=1, n=22, r=0, m=14, rp=3 ---------> 7.01142e+11
t=0, n=23, r=0, m=14, rp=3 ---------> -2.45768e+11
t=1, n=23, r=0, m=14, rp=3 ---------> 7.58425e+11
t=0, n=24, r=0, m=14, rp=3 ---------> -1.36647e+11
t=1, n=24, r=0, m=14, rp=3 ---------> 7.74506e+11
t=0, n=25, r=0, m=14, rp=3 ---------> -3.18198e+11
t=1, n=25, r=0, m=14, rp=3 ---------> 6.46978e+11
t=0, n=26, r=0, m=14, rp=3 ---------> -1.88703e+10
t=1, n=26, r=0, m=14, rp=3 ---------> 5.93401e+11
t=0, n=27, r=0, m=14, rp=3 ---------> -2.74759e+11
t=1, n=27, r=0, m=14, rp=3 ---------> 4.53939e+11
t=0, n=28, r=0, m=14, rp=3 ---------> -8.21639e+10
t=1, n=28, r=0, m=14, rp=3 ---------> 1.47373e+11
t=0, n=29, r=0, m=14, rp=3 ---------> -7.00014e+10
t=1, n=29, r=0, m=14, rp=3 ---------> 6.65968e+11
t=0, n=30, r=0, m=14, rp=3 ---------> -2.28374e+11
t=1, n=30, r=0, m=14, rp=3 ---------> 8.15262e+09
t=0, n=31, r=0, m=14, rp=3 ---------> -1.59629e+11
t=1, n=31, r=0, m=14, rp=3 ---------> 1.27356e+11
t=0, n=32, r=0, m=14, rp=3 ---------> -3.69671e+10
t=1, n=32, r=0, m=14, rp=3 ---------> 1.1682e+11
t=0, n=33, r=0, m=14, rp=3 ---------> -2.40303e+11
t=1, n=33, r=0, m=14, rp=3 ---------> 1.65562e+11
t=0, n=34, r=0, m=14, rp=3 ---------> 5.04932e+10
t=1, n=34, r=0, m=14, rp=3 ---------> 5.61336e+11
t=0, n=35, r=0, m=14, rp=3 ---------> -1.56581e+11
t=1, n=35, r=0, m=14, rp=3 ---------> 2.86205e+11
t=0, n=36, r=0, m=14, rp=3 ---------> 1.43957e+11
t=1, n=36, r=0, m=14, rp=3 ---------> 3.2254e+10
t=0, n=37, r=0, m=14, rp=3 ---------> -4.1028e+11
t=1, n=37, r=0, m=14, rp=3 ---------> 6.14977e+11
t=0, n=38, r=0, m=14, rp=3 ---------> -1.78051e+10
t=1, n=38, r=0, m=14, rp=3 ---------> 1.0897e+11
t=0, n=39, r=0, m=14, rp=3 ---------> -1.79476e+11
t=1, n=39, r=0, m=14, rp=3 ---------> 3.20872e+11
t=0, n=40, r=0, m=14, rp=3 ---------> -9.86093e+10
t=1, n=40, r=0, m=14, rp=3 ---------> -8.71265e+10
t=0, n=41, r=0, m=14, rp=3 ---------> 1.52187e+11
t=1, n=41, r=0, m=14, rp=3 ---------> 3.49294e+11
t=0, n=42, r=0, m=14, rp=3 ---------> -2.62314e+10
t=1, n=42, r=0, m=14, rp=3 ---------> 6.35503e+11
t=0, n=43, r=0, m=14, rp=3 ---------> 1.34868e+10
t=1, n=43, r=0, m=14, rp=3 ---------> 1.28953e+11
t=0, n=44, r=0, m=14, rp=3 ---------> 6.75219e+10
t=1, n=44, r=0, m=14, rp=3 ---------> -2.98793e+10
t=0, n=45, r=0, m=14, rp=3 ---------> 3.49195e+10
t=1, n=45, r=0, m=14, rp=3 ---------> -1.13052e+10
t=0, n=0, r=1, m=14, rp=3 ---------> 4.47704e+10
t=1, n=0, r=1, m=14, rp=3 ---------> -3.8617e+11
t=0, n=1, r=1, m=14, rp=3 ---------> -1.08189e+10
t=1, n=1, r=1, m=14, rp=3 ---------> 3.83845e+11
t=0, n=2, r=1, m=14, rp=3 ---------> -4.61508e+10
t=1, n=2, r=1, m=14, rp=3 ---------> -3.35362e+10
t=0, n=3, r=1, m=14, rp=3 ---------> 7.23661e+10
t=1, n=3, r=1, m=14, rp=3 ---------> -1.32856e+11
t=0, n=4, r=1, m=14, rp=3 ---------> -1.5633e+10
t=1, n=4, r=1, m=14, rp=3 ---------> -1.1546e+11
t=0, n=5, r=1, m=14, rp=3 ---------> -1.93356e+11
t=1, n=5, r=1, m=14, rp=3 ---------> -8.52486e+11
t=0, n=6, r=1, m=14, rp=3 ---------> 1.84054e+11
t=1, n=6, r=1, m=14, rp=3 ---------> 3.06708e+11
t=0, n=7, r=1, m=14, rp=3 ---------> 1.37459e+11
t=1, n=7, r=1, m=14, rp=3 ---------> 2.93505e+11
t=0, n=8, r=1, m=14, rp=3 ---------> -1.07054e+10
t=1, n=8, r=1, m=14, rp=3 ---------> -3.15245e+11
t=0, n=9, r=1, m=14, rp=3 ---------> 1.18084e+11
t=1, n=9, r=1, m=14, rp=3 ---------> 7.51702e+10
t=0, n=10, r=1, m=14, rp=3 ---------> -6.7207e+10
t=1, n=10, r=1, m=14, rp=3 ---------> -1.30595e+11
t=0, n=11, r=1, m=14, rp=3 ---------> -2.6226e+11
t=1, n=11, r=1, m=14, rp=3 ---------> -6.1214e+11
t=0, n=12, r=1, m=14, rp=3 ---------> -7.04404e+10
t=1, n=12, r=1, m=14, rp=3 ---------> -5.04927e+10
t=0, n=13, r=1, m=14, rp=3 ---------> -2.17806e+10
t=1, n=13, r=1, m=14, rp=3 ---------> 5.4016e+11
t=0, n=14, r=1, m=14, rp=3 ---------> -1.06752e+11
t=1, n=14, r=1, m=14, rp=3 ---------> -3.38902e+11
t=0, n=15, r=1, m=14, rp=3 ---------> 5.94896e+10
t=1, n=15, r=1, m=14, rp=3 ---------> -7.837e+11
t=0, n=16, r=1, m=14, rp=3 ---------> -4.59387e+09
t=1, n=16, r=1, m=14, rp=3 ---------> -7.00134e+11
t=0, n=17, r=1, m=14, rp=3 ---------> -1.9376e+11
t=1, n=17, r=1, m=14, rp=3 ---------> 4.57785e+10
t=0, n=18, r=1, m=14, rp=3 ---------> -7.39622e+10
t=1, n=18, r=1, m=14, rp=3 ---------> 7.48318e+10
t=0, n=19, r=1, m=14, rp=3 ---------> 6.93043e+10
t=1, n=19, r=1, m=14, rp=3 ---------> -2.07131e+11
t=0, n=20, r=1, m=14, rp=3 ---------> -4.92905e+10
t=1, n=20, r=1, m=14, rp=3 ---------> -5.03737e+11
t=0, n=21, r=1, m=14, rp=3 ---------> -1.74846e+11
t=1, n=21, r=1, m=14, rp=3 ---------> -4.66371e+11
t=0, n=22, r=1, m=14, rp=3 ---------> -4.35913e+09
t=1, n=22, r=1, m=14, rp=3 ---------> -6.78219e+11
t=0, n=23, r=1, m=14, rp=3 ---------> -1.37143e+11
t=1, n=23, r=1, m=14, rp=3 ---------> 7.68805e+10
t=0, n=24, r=1, m=14, rp=3 ---------> 4.4296e+10
t=1, n=24, r=1, m=14, rp=3 ---------> -6.48683e+11
t=0, n=25, r=1, m=14, rp=3 ---------> -1.92499e+07
t=1, n=25, r=1, m=14, rp=3 ---------> -4.89908e+11
t=0, n=26, r=1, m=14, rp=3 ---------> -2.33626e+11
t=1, n=26, r=1, m=14, rp=3 ---------> -6.21124e+11
t=0, n=27, r=1, m=14, rp=3 ---------> 6.82447e+10
t=1, n=27, r=1, m=14, rp=3 ---------> 2.04127e+10
t=0, n=28, r=1, m=14, rp=3 ---------> 7.03015e+10
t=1, n=28, r=1, m=14, rp=3 ---------> -1.70502e+11
t=0, n=29, r=1, m=14, rp=3 ---------> -1.3398e+11
t=1, n=29, r=1, m=14, rp=3 ---------> -3.22089e+11
t=0, n=30, r=1, m=14, rp=3 ---------> 1.90939e+11
t=1, n=30, r=1, m=14, rp=3 ---------> 3.54239e+10
t=0, n=31, r=1, m=14, rp=3 ---------> -8.92795e+10
t=1, n=31, r=1, m=14, rp=3 ---------> -4.34809e+11
t=0, n=32, r=1, m=14, rp=3 ---------> 1.92058e+11
t=1, n=32, r=1, m=14, rp=3 ---------> -5.02268e+11
t=0, n=33, r=1, m=14, rp=3 ---------> -1.20544e+11
t=1, n=33, r=1, m=14, rp=3 ---------> -2.20815e+10
t=0, n=34, r=1, m=14, rp=3 ---------> -5.14375e+10
t=1, n=34, r=1, m=14, rp=3 ---------> 2.30917e+11
t=0, n=35, r=1, m=14, rp=3 ---------> -5.24402e+09
t=1, n=35, r=1, m=14, rp=3 ---------> -1.53133e+10
t=0, n=36, r=1, m=14, rp=3 ---------> 1.47236e+11
t=1, n=36, r=1, m=14, rp=3 ---------> 4.51887e+09
t=0, n=37, r=1, m=14, rp=3 ---------> -1.36181e+11
t=1, n=37, r=1, m=14, rp=3 ---------> -1.01449e+12
t=0, n=38, r=1, m=14, rp=3 ---------> 2.1048e+11
t=1, n=38, r=1, m=14, rp=3 ---------> 4.39891e+10
t=0, n=39, r=1, m=14, rp=3 ---------> 7.47627e+10
t=1, n=39, r=1, m=14, rp=3 ---------> -6.19073e+10
t=0, n=40, r=1, m=14, rp=3 ---------> 1.60887e+11
t=1, n=40, r=1, m=14, rp=3 ---------> 9.29964e+10
t=0, n=41, r=1, m=14, rp=3 ---------> 1.99057e+11
t=1, n=41, r=1, m=14, rp=3 ---------> -1.47708e+11
t=0, n=42, r=1, m=14, rp=3 ---------> 8.49533e+09
t=1, n=42, r=1, m=14, rp=3 ---------> -4.94395e+11
t=0, n=43, r=1, m=14, rp=3 ---------> 1.59983e+11
t=1, n=43, r=1, m=14, rp=3 ---------> 2.13508e+09
t=0, n=44, r=1, m=14, rp=3 ---------> 7.19805e+10
t=1, n=44, r=1, m=14, rp=3 ---------> -2.20719e+10
t=0, n=45, r=1, m=14, rp=3 ---------> 5.14763e+10
t=1, n=45, r=1, m=14, rp=3 ---------> 6.41396e+09
t=0, n=0, r=2, m=14, rp=3 ---------> 1.86555e+12
t=1, n=0, r=2, m=14, rp=3 ---------> 7.87958e+11
t=0, n=1, r=2, m=14, rp=3 ---------> 9.92139e+11
t=1, n=1, r=2, m=14, rp=3 ---------> -3.46233e+11
t=0, n=2, r=2, m=14, rp=3 ---------> 4.92576e+11
t=1, n=2, r=2, m=14, rp=3 ---------> -5.48543e+11
t=0, n=3, r=2, m=14, rp=3 ---------> 1.15045e+12
t=1, n=3, r=2, m=14, rp=3 ---------> 3.22026e+11
t=0, n=4, r=2, m=14, rp=3 ---------> 1.00856e+12
t=1, n=4, r=2, m=14, rp=3 ---------> 1.07155e+10
t=0, n=5, r=2, m=14, rp=3 ---------> 1.37469e+12
t=1, n=5, r=2, m=14, rp=3 ---------> 1.24922e+12
t=0, n=6, r=2, m=14, rp=3 ---------> 1.22362e+12
t=1, n=6, r=2, m=14, rp=3 ---------> 3.31322e+11
t=0, n=7, r=2, m=14, rp=3 ---------> 9.55329e+11
t=1, n=7, r=2, m=14, rp=3 ---------> 4.19845e+11
t=0, n=8, r=2, m=14, rp=3 ---------> 7.99972e+11
t=1, n=8, r=2, m=14, rp=3 ---------> 5.67803e+10
t=0, n=9, r=2, m=14, rp=3 ---------> 1.51316e+12
t=1, n=9, r=2, m=14, rp=3 ---------> -1.47869e+10
t=0, n=10, r=2, m=14, rp=3 ---------> 8.05165e+11
t=1, n=10, r=2, m=14, rp=3 ---------> 5.92459e+11
t=0, n=11, r=2, m=14, rp=3 ---------> 1.32934e+12
t=1, n=11, r=2, m=14, rp=3 ---------> 8.93163e+11
t=0, n=12, r=2, m=14, rp=3 ---------> 7.94857e+11
t=1, n=12, r=2, m=14, rp=3 ---------> 1.53594e+10
t=0, n=13, r=2, m=14, rp=3 ---------> 1.05133e+12
t=1, n=13, r=2, m=14, rp=3 ---------> 1.70283e+11
t=0, n=14, r=2, m=14, rp=3 ---------> 9.54172e+11
t=1, n=14, r=2, m=14, rp=3 ---------> 1.83814e+11
t=0, n=15, r=2, m=14, rp=3 ---------> 6.59369e+11
t=1, n=15, r=2, m=14, rp=3 ---------> -1.65974e+11
t=0, n=16, r=2, m=14, rp=3 ---------> 3.84948e+11
t=1, n=16, r=2, m=14, rp=3 ---------> 1.97447e+11
t=0, n=17, r=2, m=14, rp=3 ---------> 1.11501e+12
t=1, n=17, r=2, m=14, rp=3 ---------> -4.218e+11
t=0, n=18, r=2, m=14, rp=3 ---------> 7.86936e+11
t=1, n=18, r=2, m=14, rp=3 ---------> -5.72662e+10
t=0, n=19, r=2, m=14, rp=3 ---------> 4.8775e+11
t=1, n=19, r=2, m=14, rp=3 ---------> 4.78124e+11
t=0, n=20, r=2, m=14, rp=3 ---------> 9.64848e+11
t=1, n=20, r=2, m=14, rp=3 ---------> 7.79362e+11
t=0, n=21, r=2, m=14, rp=3 ---------> 6.25242e+11
t=1, n=21, r=2, m=14, rp=3 ---------> 6.8618e+11
t=0, n=22, r=2, m=14, rp=3 ---------> 2.12044e+12
t=1, n=22, r=2, m=14, rp=3 ---------> 1.52629e+12
t=0, n=23, r=2, m=14, rp=3 ---------> 7.69385e+11
t=1, n=23, r=2, m=14, rp=3 ---------> 1.33469e+11
t=0, n=24, r=2, m=14, rp=3 ---------> 1.61561e+12
t=1, n=24, r=2, m=14, rp=3 ---------> 5.02499e+11
t=0, n=25, r=2, m=14, rp=3 ---------> 1.05728e+12
t=1, n=25, r=2, m=14, rp=3 ---------> 3.7641e+11
t=0, n=26, r=2, m=14, rp=3 ---------> 1.1806e+12
t=1, n=26, r=2, m=14, rp=3 ---------> 1.14058e+12
t=0, n=27, r=2, m=14, rp=3 ---------> 5.42577e+11
t=1, n=27, r=2, m=14, rp=3 ---------> -2.90056e+11
t=0, n=28, r=2, m=14, rp=3 ---------> 1.38321e+12
t=1, n=28, r=2, m=14, rp=3 ---------> 4.42044e+11
t=0, n=29, r=2, m=14, rp=3 ---------> 6.11358e+11
t=1, n=29, r=2, m=14, rp=3 ---------> -1.72087e+11
t=0, n=30, r=2, m=14, rp=3 ---------> 9.90673e+11
t=1, n=30, r=2, m=14, rp=3 ---------> -6.30708e+11
t=0, n=31, r=2, m=14, rp=3 ---------> 1.21602e+12
t=1, n=31, r=2, m=14, rp=3 ---------> 6.4489e+11
t=0, n=32, r=2, m=14, rp=3 ---------> 9.51032e+11
t=1, n=32, r=2, m=14, rp=3 ---------> 2.6014e+11
t=0, n=33, r=2, m=14, rp=3 ---------> 3.13603e+11
t=1, n=33, r=2, m=14, rp=3 ---------> -1.55861e+11
t=0, n=34, r=2, m=14, rp=3 ---------> 1.39943e+12
t=1, n=34, r=2, m=14, rp=3 ---------> -2.78922e+11
t=0, n=35, r=2, m=14, rp=3 ---------> 5.27924e+11
t=1, n=35, r=2, m=14, rp=3 ---------> 1.31063e+11
t=0, n=36, r=2, m=14, rp=3 ---------> 7.6938e+11
t=1, n=36, r=2, m=14, rp=3 ---------> 3.81307e+11
t=0, n=37, r=2, m=14, rp=3 ---------> 9.54577e+11
t=1, n=37, r=2, m=14, rp=3 ---------> 1.09899e+12
t=0, n=38, r=2, m=14, rp=3 ---------> 1.06846e+12
t=1, n=38, r=2, m=14, rp=3 ---------> 2.83163e+11
t=0, n=39, r=2, m=14, rp=3 ---------> 7.62623e+11
t=1, n=39, r=2, m=14, rp=3 ---------> -3.79684e+11
t=0, n=40, r=2, m=14, rp=3 ---------> 3.61849e+11
t=1, n=40, r=2, m=14, rp=3 ---------> -4.58451e+11
t=0, n=41, r=2, m=14, rp=3 ---------> 4.93199e+11
t=1, n=41, r=2, m=14, rp=3 ---------> 3.35994e+11
t=0, n=42, r=2, m=14, rp=3 ---------> 1.02841e+12
t=1, n=42, r=2, m=14, rp=3 ---------> 4.08729e+11
t=0, n=43, r=2, m=14, rp=3 ---------> 8.1164e+11
t=1, n=43, r=2, m=14, rp=3 ---------> 1.99147e+11
t=0, n=44, r=2, m=14, rp=3 ---------> 6.75219e+10
t=1, n=44, r=2, m=14, rp=3 ---------> -2.98793e+10
t=0, n=45, r=2, m=14, rp=3 ---------> 3.49195e+10
t=1, n=45, r=2, m=14, rp=3 ---------> -1.13052e+10
t=0, n=0, r=3, m=14, rp=3 ---------> 1.03546e+12
t=1, n=0, r=3, m=14, rp=3 ---------> -1.01731e+12
t=0, n=1, r=3, m=14, rp=3 ---------> -4.07255e+09
t=1, n=1, r=3, m=14, rp=3 ---------> 1.18391e+11
t=0, n=2, r=3, m=14, rp=3 ---------> 8.4463e+10
t=1, n=2, r=3, m=14, rp=3 ---------> -5.01169e+11
t=0, n=3, r=3, m=14, rp=3 ---------> 5.5236e+11
t=1, n=3, r=3, m=14, rp=3 ---------> -7.06691e+11
t=0, n=4, r=3, m=14, rp=3 ---------> 2.08667e+11
t=1, n=4, r=3, m=14, rp=3 ---------> -1.00159e+11
t=0, n=5, r=3, m=14, rp=3 ---------> 6.15265e+11
t=1, n=5, r=3, m=14, rp=3 ---------> -9.36273e+11
t=0, n=6, r=3, m=14, rp=3 ---------> 2.58732e+11
t=1, n=6, r=3, m=14, rp=3 ---------> -3.24571e+11
t=0, n=7, r=3, m=14, rp=3 ---------> 3.03473e+11
t=1, n=7, r=3, m=14, rp=3 ---------> -3.17822e+11
t=0, n=8, r=3, m=14, rp=3 ---------> 7.90597e+11
t=1, n=8, r=3, m=14, rp=3 ---------> -1.04034e+12
t=0, n=9, r=3, m=14, rp=3 ---------> 2.90952e+11
t=1, n=9, r=3, m=14, rp=3 ---------> -4.2726e+11
t=0, n=10, r=3, m=14, rp=3 ---------> 1.13396e+11
t=1, n=10, r=3, m=14, rp=3 ---------> -4.24729e+11
t=0, n=11, r=3, m=14, rp=3 ---------> 3.23679e+11
t=1, n=11, r=3, m=14, rp=3 ---------> -7.40386e+11
t=0, n=12, r=3, m=14, rp=3 ---------> 3.27218e+11
t=1, n=12, r=3, m=14, rp=3 ---------> -2.41805e+11
t=0, n=13, r=3, m=14, rp=3 ---------> -4.84118e+10
t=1, n=13, r=3, m=14, rp=3 ---------> -1.64971e+11
t=0, n=14, r=3, m=14, rp=3 ---------> 2.62384e+11
t=1, n=14, r=3, m=14, rp=3 ---------> -7.28838e+11
t=0, n=15, r=3, m=14, rp=3 ---------> 8.73533e+11
t=1, n=15, r=3, m=14, rp=3 ---------> -1.07548e+12
t=0, n=16, r=3, m=14, rp=3 ---------> 8.6913e+11
t=1, n=16, r=3, m=14, rp=3 ---------> -6.4411e+11
t=0, n=17, r=3, m=14, rp=3 ---------> 2.09687e+11
t=1, n=17, r=3, m=14, rp=3 ---------> 1.10725e+11
t=0, n=18, r=3, m=14, rp=3 ---------> 4.3165e+11
t=1, n=18, r=3, m=14, rp=3 ---------> -3.38987e+11
t=0, n=19, r=3, m=14, rp=3 ---------> 1.27969e+11
t=1, n=19, r=3, m=14, rp=3 ---------> -3.77339e+11
t=0, n=20, r=3, m=14, rp=3 ---------> 5.75197e+11
t=1, n=20, r=3, m=14, rp=3 ---------> -7.51134e+11
t=0, n=21, r=3, m=14, rp=3 ---------> 4.32869e+11
t=1, n=21, r=3, m=14, rp=3 ---------> -5.67465e+11
t=0, n=22, r=3, m=14, rp=3 ---------> 8.24339e+11
t=1, n=22, r=3, m=14, rp=3 ---------> -1.03198e+12
t=0, n=23, r=3, m=14, rp=3 ---------> 2.75097e+11
t=1, n=23, r=3, m=14, rp=3 ---------> -3.49876e+11
t=0, n=24, r=3, m=14, rp=3 ---------> 1.17181e+12
t=1, n=24, r=3, m=14, rp=3 ---------> -1.16617e+12
t=0, n=25, r=3, m=14, rp=3 ---------> 7.83213e+11
t=1, n=25, r=3, m=14, rp=3 ---------> -9.42737e+11
t=0, n=26, r=3, m=14, rp=3 ---------> 3.07373e+11
t=1, n=26, r=3, m=14, rp=3 ---------> -6.75704e+11
t=0, n=27, r=3, m=14, rp=3 ---------> 5.16929e+11
t=1, n=27, r=3, m=14, rp=3 ---------> -7.06598e+11
t=0, n=28, r=3, m=14, rp=3 ---------> 8.19406e+11
t=1, n=28, r=3, m=14, rp=3 ---------> -6.22924e+11
t=0, n=29, r=3, m=14, rp=3 ---------> 5.06644e+11
t=1, n=29, r=3, m=14, rp=3 ---------> -4.87192e+11
t=0, n=30, r=3, m=14, rp=3 ---------> 6.87814e+11
t=1, n=30, r=3, m=14, rp=3 ---------> -4.62682e+11
t=0, n=31, r=3, m=14, rp=3 ---------> -7.56784e+10
t=1, n=31, r=3, m=14, rp=3 ---------> -3.61528e+11
t=0, n=32, r=3, m=14, rp=3 ---------> 5.30383e+11
t=1, n=32, r=3, m=14, rp=3 ---------> -9.78669e+11
t=0, n=33, r=3, m=14, rp=3 ---------> -1.0962e+11
t=1, n=33, r=3, m=14, rp=3 ---------> -2.24022e+09
t=0, n=34, r=3, m=14, rp=3 ---------> 7.11464e+10
t=1, n=34, r=3, m=14, rp=3 ---------> 2.78491e+11
t=0, n=35, r=3, m=14, rp=3 ---------> 1.99769e+11
t=1, n=35, r=3, m=14, rp=3 ---------> -3.00972e+11
t=0, n=36, r=3, m=14, rp=3 ---------> 2.59166e+11
t=1, n=36, r=3, m=14, rp=3 ---------> -2.27703e+11
t=0, n=37, r=3, m=14, rp=3 ---------> 5.17853e+11
t=1, n=37, r=3, m=14, rp=3 ---------> -1.31675e+12
t=0, n=38, r=3, m=14, rp=3 ---------> 1.32156e+11
t=1, n=38, r=3, m=14, rp=3 ---------> -3.76511e+11
t=0, n=39, r=3, m=14, rp=3 ---------> 3.07107e+11
t=1, n=39, r=3, m=14, rp=3 ---------> -5.61533e+11
t=0, n=40, r=3, m=14, rp=3 ---------> 4.1991e+11
t=1, n=40, r=3, m=14, rp=3 ---------> -4.39015e+11
t=0, n=41, r=3, m=14, rp=3 ---------> 4.84356e+11
t=1, n=41, r=3, m=14, rp=3 ---------> -5.07219e+11
t=0, n=42, r=3, m=14, rp=3 ---------> 5.97815e+11
t=1, n=42, r=3, m=14, rp=3 ---------> -4.94264e+11
t=0, n=43, r=3, m=14, rp=3 ---------> 2.74683e+11
t=1, n=43, r=3, m=14, rp=3 ---------> -9.34867e+10
t=0, n=44, r=3, m=14, rp=3 ---------> -6.31005e+10
t=1, n=44, r=3, m=14, rp=3 ---------> -4.54735e+10
t=0, n=45, r=3, m=14, rp=3 ---------> -4.41732e+09
t=1, n=45, r=3, m=14, rp=3 ---------> 1.49189e+10
t=0, n=0, r=0, m=15, rp=3 ---------> 4.05371e+11
t=1, n=0, r=0, m=15, rp=3 ---------> 6.33607e+11
t=0, n=1, r=0, m=15, rp=3 ---------> -4.72064e+10
t=1, n=1, r=0, m=15, rp=3 ---------> 9.48228e+11
t=0, n=2, r=0, m=15, rp=3 ---------> 1.50228e+11
t=1, n=2, r=0, m=15, rp=3 ---------> 1.41955e+11
t=0, n=3, r=0, m=15, rp=3 ---------> 5.2028e+10
t=1, n=3, r=0, m=15, rp=3 ---------> 7.23043e+11
t=0, n=4, r=0, m=15, rp=3 ---------> 4.80299e+11
t=1, n=4, r=0, m=15, rp=3 ---------> 6.90096e+11
t=0, n=5, r=0, m=15, rp=3 ---------> 1.94459e+11
t=1, n=5, r=0, m=15, rp=3 ---------> 6.13843e+11
t=0, n=6, r=0, m=15, rp=3 ---------> 1.40048e+11
t=1, n=6, r=0, m=15, rp=3 ---------> 6.65598e+11
t=0, n=7, r=0, m=15, rp=3 ---------> 1.1685e+11
t=1, n=7, r=0, m=15, rp=3 ---------> 5.33906e+11
t=0, n=8, r=0, m=15, rp=3 ---------> 2.25778e+10
t=1, n=8, r=0, m=15, rp=3 ---------> 7.10471e+11
t=0, n=9, r=0, m=15, rp=3 ---------> 1.37243e+11
t=1, n=9, r=0, m=15, rp=3 ---------> 4.34557e+11
t=0, n=10, r=0, m=15, rp=3 ---------> 3.16025e+10
t=1, n=10, r=0, m=15, rp=3 ---------> 2.06622e+11
t=0, n=11, r=0, m=15, rp=3 ---------> 1.40084e+11
t=1, n=11, r=0, m=15, rp=3 ---------> 7.55486e+11
t=0, n=12, r=0, m=15, rp=3 ---------> 1.0156e+11
t=1, n=12, r=0, m=15, rp=3 ---------> 5.12807e+11
t=0, n=13, r=0, m=15, rp=3 ---------> 2.3303e+10
t=1, n=13, r=0, m=15, rp=3 ---------> 5.74268e+11
t=0, n=14, r=0, m=15, rp=3 ---------> -2.22528e+11
t=1, n=14, r=0, m=15, rp=3 ---------> 5.89342e+11
t=0, n=15, r=0, m=15, rp=3 ---------> 5.87489e+11
t=1, n=15, r=0, m=15, rp=3 ---------> 3.23926e+10
t=0, n=16, r=0, m=15, rp=3 ---------> 9.39671e+10
t=1, n=16, r=0, m=15, rp=3 ---------> 3.5782e+11
t=0, n=17, r=0, m=15, rp=3 ---------> -2.40397e+11
t=1, n=17, r=0, m=15, rp=3 ---------> 1.14597e+12
t=0, n=18, r=0, m=15, rp=3 ---------> 1.39363e+11
t=1, n=18, r=0, m=15, rp=3 ---------> 4.56923e+11
t=0, n=19, r=0, m=15, rp=3 ---------> 3.97685e+11
t=1, n=19, r=0, m=15, rp=3 ---------> -1.75757e+11
t=0, n=20, r=0, m=15, rp=3 ---------> 1.91385e+11
t=1, n=20, r=0, m=15, rp=3 ---------> 3.97202e+11
t=0, n=21, r=0, m=15, rp=3 ---------> 1.25887e+11
t=1, n=21, r=0, m=15, rp=3 ---------> 4.53376e+11
t=0, n=22, r=0, m=15, rp=3 ---------> 4.21344e+11
t=1, n=22, r=0, m=15, rp=3 ---------> 9.59363e+11
t=0, n=23, r=0, m=15, rp=3 ---------> -1.70882e+11
t=1, n=23, r=0, m=15, rp=3 ---------> 8.22389e+11
t=0, n=24, r=0, m=15, rp=3 ---------> 4.86867e+11
t=1, n=24, r=0, m=15, rp=3 ---------> 6.50776e+11
t=0, n=25, r=0, m=15, rp=3 ---------> 1.8842e+11
t=1, n=25, r=0, m=15, rp=3 ---------> 5.67759e+11
t=0, n=26, r=0, m=15, rp=3 ---------> 1.80265e+10
t=1, n=26, r=0, m=15, rp=3 ---------> 7.5298e+11
t=0, n=27, r=0, m=15, rp=3 ---------> 2.93591e+11
t=1, n=27, r=0, m=15, rp=3 ---------> 4.99688e+11
t=0, n=28, r=0, m=15, rp=3 ---------> 2.55959e+11
t=1, n=28, r=0, m=15, rp=3 ---------> 4.23497e+11
t=0, n=29, r=0, m=15, rp=3 ---------> 3.49264e+11
t=1, n=29, r=0, m=15, rp=3 ---------> 7.05367e+11
t=0, n=30, r=0, m=15, rp=3 ---------> 1.76585e+11
t=1, n=30, r=0, m=15, rp=3 ---------> 8.16318e+10
t=0, n=31, r=0, m=15, rp=3 ---------> 2.24417e+11
t=1, n=31, r=0, m=15, rp=3 ---------> 7.23122e+10
t=0, n=32, r=0, m=15, rp=3 ---------> 6.3233e+11
t=1, n=32, r=0, m=15, rp=3 ---------> -2.09948e+11
t=0, n=33, r=0, m=15, rp=3 ---------> -1.12424e+11
t=1, n=33, r=0, m=15, rp=3 ---------> 2.95972e+11
t=0, n=34, r=0, m=15, rp=3 ---------> -8.93407e+10
t=1, n=34, r=0, m=15, rp=3 ---------> 1.10729e+12
t=0, n=35, r=0, m=15, rp=3 ---------> -1.95082e+10
t=1, n=35, r=0, m=15, rp=3 ---------> 3.31901e+11
t=0, n=36, r=0, m=15, rp=3 ---------> 3.05728e+11
